#OTU ID	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	23	24	25	26	27	28	29	3	30	31	32	33	34	4	5	6	7	8	9
OTU1	1788	12	189	1319	1289	1619	8	3	16	33	1212	2176	153	201	499	11	3	85	23	228	258	1209	902	643	1851	1658	117	337	1103	616	1064	254	303	16
OTU10	173	336	245	289	103	197	290	151	727	1072	225	205	409	200	257	165	228	518	1001	433	141	668	144	415	250	177	285	272	150	107	73	189	243	219
OTU100	26	31	54	93	5	10	12	15	38	26	30	27	24	17	30	20	24	83	95	39	40	55	9	76	18	26	60	34	12	27	7	40	28	48
OTU1000	3	0	0	0	14	2	1	0	1	4	0	8	0	0	0	1	0	0	0	0	0	0	3	0	6	0	0	0	0	6	5	0	10	0
OTU1001	4	2	3	6	3	3	45	40	6	28	3	17	4	14	5	17	19	8	9	2	1	6	2	6	4	19	3	11	5	4	4	8	9	6
OTU1002	4	12	10	4	1	0	0	0	1	1	8	4	7	14	16	10	3	19	7	13	7	12	18	7	4	9	5	7	27	2	1	6	5	1
OTU1003	10	30	20	38	5	5	20	27	51	62	15	14	18	5	15	24	15	51	80	48	48	42	10	54	8	13	33	13	9	4	5	7	11	23
OTU1004	6	0	1	2	2	2	0	0	0	0	1	5	2	6	1	1	1	0	0	0	1	2	2	2	6	0	1	3	1	6	1	3	5	0
OTU1005	0	0	13	0	0	0	0	0	0	0	1	2	2	11	4	4	3	3	6	3	5	6	0	2	1	1	7	4	0	8	1	3	6	0
OTU1006	12	0	0	2	2	3	1	0	0	0	0	3	2	3	6	9	4	1	0	1	0	2	5	0	4	3	1	2	5	6	8	2	1	0
OTU1007	5	4	1	3	1	2	0	0	0	1	1	9	0	3	2	2	1	0	0	0	2	0	11	1	0	6	1	1	13	2	5	0	1	1
OTU1008	8	0	4	4	2	1	0	0	0	0	1	5	0	2	1	0	0	2	3	0	1	0	3	0	4	2	0	0	5	4	2	0	1	0
OTU1009	9	0	4	3	5	4	1	0	0	0	4	2	3	3	7	3	0	7	7	2	3	3	9	3	11	3	3	0	4	1	2	6	0	2
OTU101	63	6	144	93	33	28	2	1	10	23	15	73	26	23	11	7	10	80	75	18	29	90	30	73	94	42	75	95	37	71	57	49	54	12
OTU1010	0	0	3	4	1	0	5	10	3	6	4	8	10	5	3	4	6	0	2	0	0	4	0	3	2	3	7	5	0	0	2	8	5	2
OTU1011	0	1	1	1	4	7	16	16	102	27	0	0	0	0	0	0	0	0	0	0	0	1	1	0	13	0	1	0	0	1	0	0	0	2
OTU1012	10	0	0	0	1	0	0	0	0	0	0	5	5	25	10	23	13	1	0	0	0	6	2	4	0	5	0	3	0	1	1	1	2	0
OTU1013	291	383	318	536	121	159	182	86	248	300	222	353	206	206	316	242	188	759	901	432	644	457	138	564	393	284	324	459	165	213	190	306	385	279
OTU1014	113	208	114	226	52	51	130	86	203	399	143	99	92	117	157	168	139	278	546	234	289	300	74	353	142	121	152	148	66	56	40	127	166	91
OTU1015	0	3	3	2	2	0	21	11	1	5	5	3	1	1	1	1	3	3	2	6	12	4	0	3	4	0	7	5	1	0	1	6	4	6
OTU1016	2	1	5	1	7	5	59	43	96	49	1	1	0	1	0	1	0	0	2	4	0	1	0	2	14	1	1	6	0	0	5	4	1	5
OTU1017	1	1	2	0	4	1	2	0	2	24	0	3	1	4	2	3	3	3	0	0	0	30	3	0	8	1	3	1	0	6	1	2	3	0
OTU1018	6	1	6	3	3	10	5	2	3	4	4	8	5	8	2	14	6	3	4	2	3	6	8	7	8	11	2	9	7	12	7	9	5	1
OTU1019	0	0	0	7	1	2	5	7	0	0	3	4	2	1	1	1	1	2	0	1	1	3	0	2	8	1	2	3	2	6	0	0	3	0
OTU102	35	79	12	73	39	64	35	22	148	21	32	19	9	8	40	21	7	40	18	31	28	43	35	34	89	23	14	42	43	18	10	39	32	22
OTU1020	0	6	3	8	0	0	10	8	1	29	2	6	5	2	1	0	0	1	10	7	15	1	0	11	4	1	3	2	0	0	1	0	1	23
OTU1021	2	1	1	2	0	0	0	0	1	0	0	4	1	2	2	0	0	2	3	0	1	8	4	0	0	3	0	1	6	5	0	2	2	1
OTU1022	0	1	1	1	2	1	1	3	5	4	2	1	1	0	0	2	1	0	2	2	1	3	0	0	3	2	3	0	0	0	2	5	1	2
OTU1023	2	1	1	6	0	0	0	0	0	1	2	1	0	4	3	2	2	3	4	3	1	10	0	15	1	0	3	2	0	0	0	0	0	2
OTU1024	8	0	0	0	1	0	0	0	1	0	0	8	0	8	6	4	7	0	0	0	0	0	11	0	4	8	0	1	20	3	5	2	0	1
OTU1025	0	2	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	1	40	6	12	4	1	0	0	0	0	0	0	0	0	0	0	12
OTU1026	6	0	0	0	1	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	17	0	2	4	0	2	15	8	13	0	0	1
OTU1027	2	0	2	2	1	3	6	0	6	3	0	3	0	2	2	0	0	3	0	0	0	2	0	1	5	2	1	0	0	3	4	1	3	1
OTU1028	4	2	5	5	4	3	19	15	2	1	1	4	3	6	5	3	2	1	2	0	3	1	1	1	2	0	5	5	1	5	1	7	7	3
OTU1029	1	6	1	7	0	1	13	4	2	10	1	4	1	2	2	0	3	1	24	7	2	5	0	8	0	0	27	0	1	0	0	1	0	4
OTU103	56	86	64	72	58	58	192	144	123	112	74	54	64	83	65	106	59	90	99	88	140	101	50	103	67	51	83	81	43	54	29	71	57	99
OTU1030	0	12	2	3	0	0	0	0	0	0	0	0	5	0	0	0	0	1	2	11	9	3	1	5	0	0	3	0	0	0	0	0	0	6
OTU1031	3	1	1	3	0	0	9	9	4	0	12	1	2	1	4	6	2	9	0	0	0	21	0	2	1	0	0	0	0	1	0	2	0	1
OTU1032	0	0	0	0	0	0	11	13	12	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1033	2	3	3	3	6	10	51	34	42	25	4	0	1	1	0	0	0	2	0	2	1	2	4	2	14	0	2	3	1	2	8	2	0	5
OTU1034	7	1	0	3	0	0	0	0	0	0	14	2	6	9	6	15	0	0	0	0	0	4	9	2	0	9	0	2	5	0	0	1	1	0
OTU1035	6	10	8	4	0	0	0	1	2	2	23	5	14	7	10	3	2	3	4	3	2	10	13	2	0	7	4	11	7	9	14	9	3	10
OTU1036	2	0	0	0	2	1	1	5	0	1	2	0	1	3	1	6	10	7	4	0	0	2	0	1	1	0	0	0	1	2	1	2	5	0
OTU1037	1	2	3	0	1	1	7	9	1	6	2	2	2	0	0	1	0	2	5	6	2	2	5	0	4	1	5	3	2	0	2	1	3	1
OTU1038	1	1	4	1	0	0	0	0	6	4	0	1	2	3	2	1	0	3	2	0	0	4	0	3	0	2	5	6	1	2	0	4	3	0
OTU1039	11	0	1	0	8	10	0	0	1	0	0	4	1	9	8	1	2	0	0	0	2	1	18	0	13	10	0	0	12	14	8	2	5	0
OTU104	8	2	16	3	9	30	150	122	14	78	6	41	23	47	11	62	85	5	5	1	5	12	6	17	24	12	16	41	5	107	47	31	24	6
OTU1040	0	8	4	6	0	0	0	0	0	0	2	0	1	0	0	0	0	1	3	7	8	1	0	3	0	0	3	0	0	0	0	0	0	12
OTU1041	0	8	4	9	1	0	1	1	4	1	2	0	2	1	3	0	0	2	2	19	19	3	3	3	0	0	2	2	3	0	1	0	4	1
OTU1042	12	2	8	3	53	21	11	3	1	2	8	14	16	20	9	34	35	11	5	4	0	8	16	3	47	12	4	13	13	8	8	7	6	4
OTU1043	10	0	9	0	3	5	3	8	0	1	3	21	17	32	16	37	42	5	6	1	1	2	8	5	6	6	8	20	12	9	16	9	7	0
OTU1044	5	0	3	5	0	1	3	1	1	1	3	3	8	11	4	0	0	11	2	0	0	8	0	9	3	1	5	10	0	0	1	7	11	0
OTU1045	32	7	17	10	38	52	15	19	22	10	15	69	15	50	23	46	22	5	10	6	5	41	49	21	74	37	27	93	58	98	71	80	87	5
OTU1046	0	0	6	4	0	0	0	0	0	0	4	0	4	4	0	7	1	1	2	0	0	10	0	1	0	0	3	3	0	0	0	2	4	0
OTU1047	2	2	8	7	0	1	0	0	0	0	4	0	3	0	1	0	0	6	4	15	11	3	1	4	3	2	4	1	1	1	0	3	1	3
