OTU.ID	sa1	sa2	sa3	sa4	sa5	sa6	sa7	sa8	sa9	sa10	sa11	sa12	sa13	sa14	sa15	sa16	sa17	sa18	sa19	sa20	sa21	sa22	sa23	sa24	sa25	sa26	sa27	sa28	sa29	sa30	sa31	sa32	sa33	sa34	Taxonomy
OTU99	130	253	47	189	134	53	1	0	0	0	11	14	94	43	2	0	1	0	0	0	1	0	1	0	0	0	1	0	0	4	141	190	3	4	SS|1.0000|Y18791_S000003918;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria
OTU100	26	27	9	12	27	7	40	28	48	31	54	93	5	10	12	15	38	26	30	24	17	30	20	24	83	95	39	40	55	76	18	26	60	34	SS|0.8200|JQ772481_S003313779;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas
OTU101	63	73	30	37	71	57	49	54	12	6	144	93	33	28	2	1	10	23	15	26	23	11	7	10	80	75	18	29	90	73	94	42	75	95	US|0.9925|EF457470_S000834895;d:Bacteria,p:"Chloroflexi",c:Chloroflexia
OTU102	35	19	35	43	18	10	39	32	22	79	12	73	39	64	35	22	148	21	32	9	8	40	21	7	40	18	31	28	43	34	89	23	14	42	GS|99.6|HQ315828_S002235473;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Skermanella,s:Skermanella_stibiiresistens;
OTU103	56	54	50	43	54	29	71	57	99	86	64	72	58	58	192	144	123	112	74	64	83	65	106	59	90	99	88	140	101	103	67	51	83	81	GS|99.2|Y12597_S000116232;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;
OTU104	8	41	6	5	107	47	31	24	6	2	16	3	9	30	150	122	14	78	6	23	47	11	62	85	5	5	1	5	12	17	24	12	16	41	SS|0.8900|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca
OTU106	100	80	74	66	60	33	94	89	160	101	186	229	33	40	121	70	32	48	75	82	49	44	60	74	307	275	137	224	134	172	95	93	184	136	SS|1.0000|HQ436499_S002339679;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU107	25	34	8	13	10	8	20	30	56	22	53	63	9	8	383	302	32	77	17	23	13	26	11	23	17	47	15	17	21	34	12	14	52	45	GS|97.6|GQ421846_S001589375;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Adhaeribacter,s:Adhaeribacter_aerolatus;
OTU108	15	8	2	2	8	5	34	25	59	38	75	124	7	10	21	13	10	21	26	12	18	22	4	1	59	117	48	79	41	59	8	9	75	42	SS|0.9700|GQ421846_S001589375;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Adhaeribacter
OTU109	14	24	18	15	16	10	50	38	83	39	77	76	3	18	90	95	17	78	25	25	36	27	66	43	48	38	32	51	39	51	24	10	55	63	SS|1.0000|AB267476_S000721190;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU110	57	31	17	14	41	49	47	66	47	4	51	16	37	19	11	17	11	45	18	20	36	16	28	19	29	69	20	23	24	12	37	21	17	58	US|0.9930|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes
OTU111	59	29	36	29	46	28	14	16	1	0	15	14	62	73	4	0	5	2	15	10	63	52	89	47	16	3	3	1	14	12	92	28	11	15	SS|0.8700|AB266389_S002235662;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Chromatiales
OTU112	18	20	33	27	29	34	45	42	20	10	20	25	15	17	31	22	9	38	13	22	22	13	16	11	30	50	24	18	19	20	30	16	22	28	US|0.9727|AJ420142_S000145622;d:Bacteria,p:"Chloroflexi",c:Thermomicrobia
OTU113	32	12	25	28	7	6	16	19	9	19	19	41	8	18	2	2	7	8	27	19	9	20	41	17	77	53	17	40	52	41	30	11	35	23	SS|0.8800|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca
OTU114	20	43	21	14	29	27	25	29	3	2	16	2	4	7	1	0	4	0	48	28	124	59	129	72	9	5	2	3	61	24	5	27	9	42	SS|0.9000|KF494339_S004077890;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter
OTU115	26	28	92	84	29	50	2	4	0	0	0	30	65	38	0	0	1	0	0	0	2	4	0	0	0	0	2	0	1	0	110	23	14	3	SS|0.9900|X70769_S000529355;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria
OTU116	109	89	24	17	22	29	38	34	23	66	42	181	15	26	43	39	129	156	29	24	8	26	16	4	107	71	40	73	35	59	52	13	61	29	US|0.9727|EF457470_S000834895;d:Bacteria,p:"Chloroflexi",c:Chloroflexia
OTU117	18	9	1	3	9	7	27	46	21	18	16	42	1	1	1	0	1	0	21	9	2	2	0	2	39	52	197	163	38	29	2	12	22	45	SS|0.9000|GQ141052_S001550854;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Fibrella,s:Fibrella_aestuarina
OTU118	27	55	32	18	41	23	71	74	259	66	156	56	10	8	287	351	39	306	36	92	145	30	39	75	108	120	80	132	39	69	23	13	170	100	SS|1.0000|AB267478_S000721192;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU119	25	13	15	25	9	9	46	40	61	55	47	59	11	9	15	3	50	20	39	28	32	23	23	14	94	67	97	135	47	46	23	15	47	46	SS|0.9200|HM362433_S002229124;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae
OTU120	90	102	56	90	109	80	91	107	11	7	64	44	36	52	7	7	19	54	31	39	61	29	59	93	154	165	37	52	72	99	81	63	28	148	SS|0.9100|EF457470_S000834895;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU121	19	34	12	6	24	14	28	27	16	19	20	17	6	11	20	10	16	24	10	14	32	16	24	17	32	35	10	22	18	20	13	18	16	30	US|0.9727|AJ420142_S000145622;d:Bacteria,p:"Chloroflexi",c:Thermomicrobia
OTU122	198	214	46	148	102	30	0	1	0	0	1	0	34	58	0	1	0	0	0	0	1	1	2	0	0	0	1	0	0	2	98	165	0	3	SS|1.0000|Y18791_S000003918;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria
OTU123	22	30	21	22	8	7	71	83	298	168	245	170	6	13	42	46	22	29	71	108	94	26	31	41	183	230	244	304	96	125	21	16	196	100	GS|98.4|GQ421847_S001589376;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Segetibacter,s:Segetibacter_aerophilus;
OTU124	65	25	37	29	22	14	69	60	56	109	75	176	32	67	105	51	158	122	72	41	43	97	57	55	99	111	38	47	83	120	121	62	93	54	GSL|99.6|AF064702_S000428343;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Cellulomonadaceae,g:Cellulomonas
OTU125	38	81	68	63	77	81	119	85	41	24	51	15	81	59	128	104	43	144	41	73	76	58	95	85	39	26	21	23	39	21	93	52	42	91	SS|0.8300|KF459924_S004053537;d:Bacteria,p:"Actinobacteria"
OTU126	102	111	43	77	81	95	56	78	105	78	111	117	40	50	151	110	86	112	71	65	77	76	92	67	171	142	84	134	116	106	124	70	81	76	GS|97.6|AB245347_S000627883;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:Sphingomonas_ginsengisoli;
OTU127	51	54	101	102	40	50	6	3	0	2	3	3	18	26	0	0	0	0	9	2	20	19	51	29	3	0	0	1	5	5	25	60	2	5	US|1.0000|JX555981_S003617746;d:Bacteria,p:Poribacteria
OTU128	15	9	20	30	15	11	18	14	31	43	18	28	11	12	32	27	16	24	13	11	9	16	7	5	57	33	60	93	19	27	22	12	17	13	SS|0.8800|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca
OTU129	135	131	57	71	106	61	17	32	9	5	44	18	17	20	1	0	14	14	12	13	15	3	11	9	38	42	14	21	46	58	52	97	32	42	US|0.9891|EF457470_S000834895;d:Bacteria,p:"Chloroflexi",c:Chloroflexia
OTU130	47	21	55	49	18	18	8	7	2	1	5	8	15	16	1	0	0	0	16	5	13	13	43	21	14	23	22	40	19	11	27	32	3	11	SS|0.8800|EF516423_S000840865;d:Bacteria,p:"Armatimonadetes",c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1
OTU131	190	168	57	66	61	54	118	142	96	111	171	243	88	81	220	149	427	469	114	116	123	195	150	147	295	542	81	88	349	309	181	130	177	163	GS|99.2|GU109478_S001745242;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Rubellimicrobium,s:Rubellimicrobium_roseum;
OTU132	26	88	10	28	42	26	60	36	76	17	29	19	4	4	39	49	1	2	7	17	17	7	7	9	23	26	70	61	6	10	5	24	30	39	SS|1.0000|AF013554_S000336303;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4
OTU133	9	10	21	22	19	4	29	21	6	14	24	18	24	27	24	20	33	11	14	19	9	22	9	6	41	21	17	15	35	17	46	5	14	30	SS|0.9800|EU586202_S001097573;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae
OTU134	29	19	52	37	7	6	11	11	3	1	10	13	13	7	0	1	6	0	27	25	40	46	80	33	0	4	2	3	65	27	22	24	4	16	SS|0.9300|KF459924_S004053537;d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU135	0	0	0	0	0	0	0	0	0	2	0	0	0	0	60	49	352	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|JQ292916_S002966786;d:Bacteria,p:"Chloroflexi",c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae
OTU136	10	27	36	8	2	3	4	8	3	17	22	30	0	6	4	1	171	268	25	14	12	49	17	23	39	134	16	10	37	29	6	11	8	8	GSL|99.2|DQ531634_S000858901;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micrococcaceae,g:Kocuria
OTU137	20	59	31	32	22	38	21	18	3	1	15	5	12	24	4	3	0	2	7	18	45	16	30	30	1	3	3	1	13	12	19	27	10	21	US|0.9891|AB517669_S002164967;d:Bacteria,p:"Chloroflexi",c:"Dehalococcoidetes"
OTU138	19	16	24	13	15	13	39	29	6	31	16	40	21	51	13	12	22	11	37	19	24	47	77	23	14	12	16	10	27	21	50	19	19	35	SS|0.8300|AM403172_S000735149;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Alphaproteobacteria_incertae_sedis
OTU139	6	2	1	2	0	0	15	0	8	25	11	22	2	1	3	1	29	7	111	31	21	12	50	19	93	30	30	19	101	62	0	5	4	4	GS|98.4|CP007536_S004069721;d:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales,f:Nitrososphaeraceae,g:Nitrososphaera,s:Nitrososphaera_viennensis;
OTU140	173	83	6	20	63	34	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	134	0	0	SS|0.9500|Y18791_S000003918;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria
OTU141	33	16	28	19	38	12	55	29	93	119	47	159	11	18	46	16	95	113	77	38	28	72	48	17	89	120	64	69	78	87	32	24	102	38	GSL|99.6|JN000316_S002914927;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae
OTU142	24	8	20	21	9	5	42	21	60	52	52	56	20	35	6	6	7	4	61	38	13	24	22	15	61	35	64	112	64	53	39	14	33	28	US|0.9930|EF457420_S000834845;d:Bacteria,p:Firmicutes,c:Bacilli
OTU143	17	16	8	4	10	13	56	71	109	28	73	78	10	12	134	121	29	62	35	57	55	39	31	35	41	102	19	29	59	91	23	12	63	73	SS|0.9500|GQ421846_S001589375;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Adhaeribacter
OTU144	0	0	0	0	0	0	0	2	32	6	46	248	0	0	2	0	0	0	1	1	0	0	0	0	0	0	12	7	14	5	0	0	134	0	US|0.9992|None;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Thiotrichales
OTU145	52	57	47	32	57	57	156	96	160	52	116	59	25	31	99	61	26	55	68	146	116	53	121	98	74	61	86	67	55	54	57	44	94	117	SS|0.8400|KF459924_S004053537;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales
OTU146	0	0	0	0	0	0	0	0	0	11	6	4	6	5	0	0	4	710	6	4	0	0	6	0	0	0	3	4	13	3	6	0	8	0	GS|100.0|X70314_S000009218;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Caryophanon,s:Caryophanon_latum;
OTU147	15	38	14	14	20	21	65	56	13	4	37	25	4	8	1	2	2	0	61	103	81	22	30	28	49	47	12	43	67	32	9	20	35	49	US|1.0000|AB669272_S003609811;d:Bacteria,p:"Armatimonadetes"
OTU148	8	3	10	7	6	2	28	35	52	41	35	73	7	13	34	14	26	27	79	59	42	57	46	30	106	45	35	41	61	45	12	7	25	28	GSL|100.0|DQ026672_S000711676;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Streptomycetaceae,g:Streptomyces
OTU149	6	6	3	5	5	6	5	18	13	32	7	38	5	4	12	19	23	9	29	15	11	32	17	18	35	44	18	22	23	28	11	11	10	26	US|0.9408|AM403172_S000735149;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Alphaproteobacteria_incertae_sedis,g:Geminicoccus
OTU150	8	10	2	2	14	3	9	5	7	14	6	13	0	0	0	0	4	3	63	41	19	22	290	158	35	15	13	4	77	41	2	8	5	14	SS|1.0000|CP007536_S004069721;d:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales,f:Nitrososphaeraceae,g:Nitrososphaera,s:Nitrososphaera_viennensis
OTU151	22	39	19	10	13	11	70	43	92	35	35	45	20	24	163	168	87	144	38	40	83	40	42	36	42	32	46	49	42	45	43	19	53	39	US|0.9460|AF011345_S000387090;d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Rhodocyclales
OTU152	7	9	6	12	12	6	20	17	19	21	7	15	4	5	11	5	47	19	6	10	6	14	10	6	30	24	19	33	20	17	13	3	8	13	SS|0.9300|X82558_S000005124;d:Bacteria,p:Nitrospirae,c:"Nitrospira",o:"Nitrospirales",f:"Nitrospiraceae",g:Nitrospira
OTU153	9	11	12	6	3	5	42	53	55	16	88	85	11	12	117	135	182	176	21	32	23	12	4	7	94	99	48	67	43	50	14	8	83	65	GSL|97.6|AB267477_S000721191;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Flavisolibacter,s:Flavisolibacter_ginsengiterrae
OTU154	50	58	12	23	61	34	38	37	52	22	52	42	19	46	2	1	6	3	13	20	21	6	28	31	46	42	30	31	20	23	64	39	30	50	SS|0.8800|AB267478_S000721192;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Segetibacter,s:Segetibacter_koreensis
OTU155	114	33	74	112	20	25	35	33	58	115	19	70	28	49	25	16	50	13	55	29	37	84	57	25	63	41	34	39	38	57	83	55	23	30	GS|99.2|EU921261_S001156502;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Pseudonocardia,s:Pseudonocardia_acaciae;
OTU156	63	45	66	71	18	8	51	24	2	1	12	16	117	122	4	8	6	5	19	17	88	51	95	60	3	2	0	0	42	30	181	73	5	25	US|1.0000|AY485298_S000369116;d:Bacteria
OTU157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	38	647	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|AB598277_S002236453;d:Bacteria,p:"Chloroflexi",c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae
OTU158	14	17	5	3	0	4	28	28	50	23	40	59	7	5	54	41	28	32	18	30	32	29	6	3	14	10	4	6	26	35	4	12	52	38	GS|98.0|GQ421850_S001589379;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Adhaeribacter,s:Adhaeribacter_aerophilus;
OTU159	12	31	16	13	12	24	16	22	22	8	19	16	11	11	39	31	28	25	10	30	20	13	29	15	16	21	25	25	15	21	15	15	20	31	US|0.9378|KF459924_S004053537;d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU160	16	85	32	82	62	21	9	15	8	76	0	8	17	265	0	0	0	3	0	3	2	3	6	0	7	10	0	5	10	4	27	24	10	11	US|0.9851|EF457470_S000834895;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU161	10	15	11	6	11	13	26	43	115	54	53	52	8	3	69	67	9	17	31	36	39	24	28	45	30	104	23	29	39	54	8	7	64	40	SS|1.0000|KC560021_S003719248;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU162	50	48	49	35	110	96	13	25	0	1	8	2	25	37	2	0	0	3	8	6	20	7	42	32	1	3	1	1	16	8	68	40	4	34	US|1.0000|EF457487_S000834912;d:Bacteria
OTU163	25	50	19	21	36	61	30	25	23	10	23	64	19	31	4	4	2	1	12	51	53	14	60	33	48	68	33	27	73	24	49	27	13	17	US|0.9925|FJ261972_S001198916;d:Bacteria,p:Firmicutes,c:Bacilli
OTU164	3	3	5	3	4	0	13	16	32	23	25	51	2	2	17	11	10	11	38	41	36	59	125	134	135	145	27	43	61	65	3	1	16	15	SS|0.9900|HF558380_S003722571;d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria
OTU165	2	1	0	0	1	2	67	13	7	7	41	14	1	4	0	1	0	0	8	29	47	9	0	1	4	6	56	10	12	10	6	0	39	12	US|0.9991|AB669272_S003609811;d:Bacteria,p:"Armatimonadetes"
OTU166	67	93	60	78	142	94	51	60	5	7	30	41	50	67	29	19	59	41	31	27	59	45	64	47	36	38	9	14	61	39	77	67	32	65	SS|0.9400|DQ411930_S000775815;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU167	4	2	20	16	2	1	30	11	75	69	53	44	0	1	5	2	1	2	25	14	1	3	3	1	39	35	143	155	34	30	2	3	45	5	US|0.9943|AJ420135_S000134120;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU168	15	28	22	20	34	17	33	40	7	2	19	19	13	25	6	3	2	10	7	13	15	19	25	25	21	26	3	4	38	28	38	13	14	26	US|0.9930|EF457470_S000834895;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU169	8	13	5	1	5	2	30	9	40	20	20	14	3	6	43	37	17	42	17	20	24	22	34	23	55	56	32	32	25	18	6	2	20	10	SS|0.8600|JX843283_S003618669;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae
OTU170	64	87	56	53	78	58	104	98	54	35	73	56	46	74	79	50	95	63	80	97	129	93	102	80	78	75	54	43	83	112	116	62	61	103	SS|1.0000|AF013567_S000336316;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6
OTU171	3	10	8	2	8	5	33	19	27	10	31	32	5	4	12	5	11	20	31	37	18	19	12	8	24	29	23	22	48	27	7	9	33	38	US|0.9991|EU135004_S000933598;d:Bacteria,p:"Armatimonadetes"
OTU172	20	37	17	12	15	16	22	30	24	23	30	24	6	6	45	20	36	71	16	22	8	27	15	12	34	19	6	13	28	25	13	14	36	26	SS|0.9300|EU682685_S001044889;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae
OTU173	60	52	41	35	34	29	105	69	3	4	45	121	57	44	3	1	26	1	54	30	57	73	92	54	4	9	1	5	106	79	53	61	60	73	US|0.9958|JX848544_S003919390;d:Bacteria,p:"Chloroflexi"
OTU174	59	52	86	84	77	48	8	2	4	0	6	1	31	41	0	0	0	0	1	0	14	9	10	6	0	0	1	0	0	2	50	44	2	3	SS|0.9100|X56305_S000006614;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU175	48	43	21	11	81	81	51	41	14	2	35	12	32	26	1	3	7	12	17	21	55	30	88	58	15	15	1	4	37	31	42	38	14	61	SS|0.8300|EF457487_S000834912;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU176	5	0	5	0	2	2	17	13	65	90	12	29	2	1	115	58	102	140	54	20	23	29	10	4	112	83	61	88	41	47	0	4	26	20	SS|0.9100|KF459924_S004053537;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales
OTU177	88	66	87	63	96	62	26	21	8	13	18	20	3	3	3	0	5	0	42	25	134	82	61	29	42	27	5	19	57	27	0	68	28	24	US|0.8949|X82558_S000005124;d:Bacteria,p:Nitrospirae
OTU178	29	34	13	28	47	36	37	23	6	3	14	18	19	19	4	1	9	7	11	7	4	7	24	14	30	22	11	10	24	28	62	21	19	31	US|0.9958|EF457487_S000834912;d:Bacteria,p:"Acidobacteria"
OTU179	5	10	0	1	34	8	17	12	1	0	8	3	2	10	21	17	7	57	1	11	7	0	18	60	14	32	15	15	10	14	3	2	6	25	SS|0.9500|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca
OTU180	33	23	35	24	13	15	16	29	46	26	46	43	25	18	12	4	26	28	19	20	12	23	29	28	77	102	69	60	30	47	45	18	34	17	SS|0.9800|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca
OTU181	1	6	0	0	1	0	15	19	50	15	27	14	0	0	5	2	2	4	15	18	28	7	10	20	11	25	48	55	14	69	0	4	25	18	SS|0.9900|AB267477_S000721191;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU182	18	19	19	6	19	12	30	23	12	10	26	26	1	3	1	0	0	0	9	22	23	11	5	9	3	1	4	7	13	10	2	11	31	26	US|0.8751|CP000804_S002287403;d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales"
OTU183	33	37	41	33	35	11	38	42	32	15	46	37	14	25	1	1	0	2	34	33	34	19	22	20	65	44	46	64	47	51	30	18	35	61	SS|0.9600|AF013567_S000336316;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6
OTU184	10	15	10	4	8	2	21	38	71	91	42	58	8	3	361	262	58	94	58	36	18	31	8	20	34	43	70	77	41	61	6	9	58	50	GS|97.6|AY289397_S000405866;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp10,g:Gp10;
OTU185	24	48	8	5	49	54	31	46	32	16	34	14	11	10	16	9	9	37	19	30	30	9	19	18	43	64	40	56	26	26	17	23	24	61	SS|0.9700|EU861851_S001148156;d:Bacteria,p:"Armatimonadetes"
OTU186	44	55	50	35	39	51	37	20	3	2	16	8	18	20	11	6	4	1	13	26	78	39	82	59	18	13	6	3	16	10	36	36	13	21	SS|0.9900|KF459924_S004053537;d:Bacteria,p:"Actinobacteria"
OTU187	27	48	22	17	36	22	53	70	123	48	95	119	7	7	54	35	12	26	29	44	46	30	13	20	82	112	32	61	37	58	17	20	99	76	SS|1.0000|AB267477_S000721191;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU188	2	10	2	0	8	7	16	12	48	15	17	14	2	1	55	77	17	66	8	13	11	3	19	6	24	29	32	41	5	14	3	0	28	11	US|0.8376|FR828474_S002967456;d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Nitrosomonadales
OTU189	34	28	44	38	39	44	16	23	3	4	15	11	27	41	11	7	8	14	9	8	18	26	27	18	2	2	1	4	14	17	80	29	9	20	US|0.9927|AJ420142_S000145622;d:Bacteria,p:"Chloroflexi",c:Thermomicrobia
OTU190	55	28	71	54	34	35	53	56	22	26	36	52	62	55	39	27	76	45	45	24	32	64	108	48	115	57	28	42	81	56	98	49	34	56	SS|0.9500|EU332825_S000980723;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter
OTU191	23	16	21	12	11	11	50	30	13	11	37	15	19	25	64	25	67	47	17	36	42	27	19	13	30	31	9	29	29	25	28	6	36	41	GS|99.6|EF457378_S000834803;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3;
OTU192	25	32	15	16	30	49	30	50	34	21	34	46	22	26	283	199	57	134	22	22	35	19	23	29	29	48	6	9	35	28	44	13	28	47	GS|98.4|AB258386_S000701146;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:Sphingomonas_sediminicola;
OTU193	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|AB003163_S000381696;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria
OTU194	24	62	8	9	30	27	12	16	33	15	14	21	8	8	5	1	5	8	12	17	14	7	9	9	9	24	34	43	17	30	22	24	31	21	SS|1.0000|EF457481_S000834906;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4
OTU195	31	79	26	54	39	52	0	1	0	0	0	0	19	18	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21	36	0	0	SS|0.9900|Y18791_S000003918;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria
OTU196	24	40	37	30	27	34	53	30	9	4	23	10	31	34	20	34	8	21	11	29	44	15	55	35	17	12	13	12	22	12	68	33	15	40	US|0.9727|EF457456_S000834881;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU197	66	96	45	34	100	85	75	94	79	35	43	41	58	69	79	51	30	77	23	61	80	63	42	57	34	26	40	42	32	45	88	78	42	80	US|0.9925|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes
OTU198	2	14	4	4	14	12	10	8	0	0	3	4	4	9	134	106	41	271	0	2	2	4	3	0	0	0	1	1	2	3	8	2	3	7	US|0.9999|AJ292685_S000019750;d:Bacteria,p:candidate_division_WPS-1
