#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU11	SS|0.9800|KF494339_S004077890;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter,s:Rubrobacter_naiadicus;	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae
OTU12	GSL|100.0|HE654548_S003611307;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Geodermatophilaceae,g:Geodermatophilus,s:Geodermatophilus_africanus	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Geodermatophilaceae,g:Geodermatophilus	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Geodermatophilaceae,g:Geodermatophilus,s:Geodermatophilus_africanus	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Geodermatophilaceae,g:Geodermatophilus
OTU13	SS|1.0000|U65647_S000438120;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter,s:Rubrobacter_radiotolerans;	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae
OTU14	GS|98.4|AF013554_S000336303;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4
OTU15	GSL|98.8|AB055863_S000383774;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae
OTU16	SS|0.8800|KF494338_S004077889;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU17	GS|97.6|EU878006_S001292750;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Salinarimonas,s:Salinarimonas_rosea;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Salinarimonas,s:Salinarimonas_rosea;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU18	GS|100.0|EF457481_S000834906;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4
OTU19	GS|97.6|CP007536_S004069721;d:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales,f:Nitrososphaeraceae,g:Nitrososphaera,s:Nitrososphaera_viennensis;	d:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales,f:Nitrososphaeraceae,g:Nitrososphaera,s:Nitrososphaera_viennensis;	d:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales,f:Nitrososphaeraceae,g:Nitrososphaera,s:Nitrososphaera_viennensis	d:Archaea,p:"Thaumarchaeota"
OTU20	US|0.9999|EU135017_S000933611;d:Bacteria,p:"Armatimonadetes"	d:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp4;	d:Bacteria	d:Bacteria,p:"Armatimonadetes"
OTU21	SS|0.9200|EF457480_S000834905;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU22	SS|1.0000|CP007536_S004069721;d:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales,f:Nitrososphaeraceae,g:Nitrososphaera,s:Nitrososphaera_viennensis	d:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales,f:Nitrososphaeraceae,g:Nitrososphaera,s:Nitrososphaera_viennensis;	d:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales,f:Nitrososphaeraceae,g:Nitrososphaera,s:Nitrososphaera_viennensis	d:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales
OTU23	GSL|100.0|AM774587_S000901781;d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,s:Massilia_niabensis	d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia	d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,s:Massilia_niabensis	d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia
OTU24	US|0.9378|JX848544_S003919390;d:Bacteria,p:"Chloroflexi",c:Chloroflexia	d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:Kallotenuales,f:Kallotenuaceae,g:Kallotenue,s:Kallotenue_papyrolyticum;	d:Bacteria	d:Bacteria,p:"Chloroflexi",c:Chloroflexia
OTU26	SS|1.0000|AB175638_S000642034;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU27	SS|1.0000|Y18791_S000003918;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria,f:Family_IX,g:GpIX,s:Halospirulina_tapeticola;	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	d:Bacteria,p:Cyanobacteria/Chloroplast
OTU28	SS|1.0000|EF174497_S000776520;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Methylobacterium,s:Methylobacterium_iners;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU29	GS|98.0|AF013522_S000336271;d:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis;	d:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis;	d:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis	d:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis
OTU30	SS|1.0000|AF013554_S000336303;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4
OTU31	GS|100.0|KF245634_S003920711;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Aridibacter,s:Aridibacter_famidurans;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Aridibacter,s:Aridibacter_famidurans;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Aridibacter	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Aridibacter
OTU32	US|0.9963|AB179866_S000496374;d:Bacteria,p:Firmicutes,c:Clostridia	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae_1	d:Bacteria	d:Bacteria,p:Firmicutes,c:Clostridia
OTU33	GS|98.4|X82558_S000005124;d:Bacteria,p:Nitrospirae,c:"Nitrospira",o:"Nitrospirales",f:"Nitrospiraceae",g:Nitrospira;	d:Bacteria,p:Nitrospirae,c:"Nitrospira",o:"Nitrospirales",f:"Nitrospiraceae",g:Nitrospira;	d:Bacteria,p:Nitrospirae,c:"Nitrospira",o:"Nitrospirales",f:"Nitrospiraceae",g:Nitrospira	d:Bacteria,p:Nitrospirae
OTU34	SS|1.0000|AF013554_S000336303;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4
OTU35	SS|1.0000|CP001854_S001872674;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Conexibacteraceae,g:Conexibacter,s:Conexibacter_woesei;	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales
OTU36	GS|97.6|AB267478_S000721192;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Segetibacter,s:Segetibacter_koreensis;	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Segetibacter,s:Segetibacter_koreensis;	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Segetibacter,s:Segetibacter_koreensis	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU37	GS|98.0|AY289368_S000405838;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4
OTU38	GS|98.4|EF457359_S000834784;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU39	US|0.8949|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes"	d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca;	d:Bacteria	d:Bacteria,p:"Gemmatimonadetes"
OTU40	GS|99.6|EU181225_S000966508;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Geodermatophilaceae,g:Modestobacter,s:Modestobacter_marinus;	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Geodermatophilaceae,g:Modestobacter,s:Modestobacter_marinus;	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Geodermatophilaceae,g:Modestobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Geodermatophilaceae,g:Modestobacter
OTU41	SS|0.8600|AB045960_S000383381;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria,f:Family_XIII,g:GpXIII,s:Planktothricoides_raciborskii	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria,f:Family_XIII,g:GpXIII,s:Planktothricoides_raciborskii;	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria,f:Family_XIII,g:GpXIII,s:Planktothricoides_raciborskii	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria
OTU42	US|0.9943|AJ241003_S000020231;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp17	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp10,g:Gp10;	d:Bacteria	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp17
OTU43	SS|0.8500|AB258386_S000701146;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:Sphingomonas_sediminicola;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae
OTU44	GS|100.0|AF029364_S000427859;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Planomicrobium,s:Planomicrobium_alkanoclasticum;	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Planomicrobium,s:Planomicrobium_alkanoclasticum;	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Planomicrobium	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Planomicrobium
OTU45	GSL|98.8|AB098515_S001168611;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Microvirga	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Microvirga	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Microvirga	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae
OTU46	SS|0.8700|AB517669_S002164967;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Acidimicrobiales	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Acidimicrobiales,f:"Acidimicrobineae"_incertae_sedis,g:Aciditerrimonas,s:Aciditerrimonas_ferrireducens;	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Acidimicrobiales	d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU47	US|0.9927|U58523_S000437934;d:Bacteria,p:Firmicutes,c:Bacilli	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Thermobispora,s:Thermobispora_bispora;	d:Bacteria	d:Bacteria,p:Firmicutes,c:Bacilli
OTU49	SS|0.9900|D85495_S000435872;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Streptosporangiaceae,g:Planomonospora	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	d:Bacteria
OTU50	US|0.9096|KF459924_S004053537;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter,s:Solirubrobacter_phytolaccae;	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales
OTU51	SS|0.9100|AM181745_S000711269;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Phyllobacteriaceae,g:Mesorhizobium	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU52	GSL|100.0|DQ768124_S000722027;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Cystobacteraceae,g:Cystobacter,s:Cystobacter_violaceus	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Cystobacteraceae	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Cystobacteraceae,g:Cystobacter,s:Cystobacter_violaceus	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Cystobacteraceae
OTU53	SS|1.0000|Y18791_S000003918;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria,f:Family_IX,g:GpIX,s:Halospirulina_tapeticola;	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	d:Bacteria
OTU54	GS|99.6|AY769083_S000444042;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:Sphingomonas_kaistensis;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:Sphingomonas_kaistensis;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:Sphingomonas_kaistensis	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas
OTU55	GS|97.2|AY289372_S000405842;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4
OTU56	US|0.8751|AY605232_S000548368;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae_1,g:Bacillus,s:Bacillus_alveayuensis;	d:Bacteria	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU57	US|0.9460|AJ844281_S000701187;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Rubellimicrobium,s:Rubellimicrobium_thermophilum;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales
OTU58	GSL|98.4|AB021492_S000382574;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae
OTU59	SS|0.9900|Y18791_S000003918;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria,f:Family_IX,g:GpIX,s:Halospirulina_tapeticola;	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	d:Bacteria,p:Cyanobacteria/Chloroplast
OTU60	SS|0.9800|AF013554_S000336303;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4
OTU62	SS|0.9400|KF494339_S004077890;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter,s:Rubrobacter_naiadicus;	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria"
