#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU2595	SS|0.9500|KC867694_S003811167;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Thermogutta,s:Thermogutta_terrifontis;	d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	d:Bacteria
OTU2596	US|0.9727|AJ420142_S000145622;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16	d:Bacteria,p:"Chloroflexi",c:Thermomicrobia,o:Sphaerobacterales,f:Sphaerobacteraceae,g:Sphaerobacter,s:Sphaerobacter_thermophilus;	d:Bacteria	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU2597	US|0.9963|None;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales	No hit	d:Bacteria	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU2598	US|0.9973|GU181267_S001794484;d:Bacteria,p:Firmicutes,c:Bacilli	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae_1,g:Cohnella	d:Bacteria	d:Bacteria,p:Firmicutes,c:Bacilli
OTU2599	US|0.9891|FJ426598_S001241709;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales	d:Bacteria	d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes
OTU2600	US|0.9959|X70769_S000529355;d:Archaea,p:"Euryarchaeota",c:"Methanomicrobia",o:Methanosarcinales	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria,f:Family_XIII,g:GpXIII;	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	d:Archaea,p:"Euryarchaeota",c:"Methanomicrobia",o:Methanosarcinales
OTU2601	US|0.8728|AY032601_S000460403;d:Bacteria,p:Firmicutes,c:Bacilli	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales	d:Bacteria,p:Firmicutes	d:Bacteria,p:Firmicutes,c:Bacilli
OTU2602	SS|0.9700|AJ292687_S000017618;d:Bacteria,p:candidate_division_WPS-1	d:Bacteria,p:candidate_division_WPS-1,g:WPS-1_genera_incertae_sedis;	d:Bacteria,p:candidate_division_WPS-1	d:Bacteria
OTU2603	US|0.9930|AY485298_S000369116;d:Bacteria,p:Firmicutes,c:Clostridia	d:Bacteria,p:Poribacteria,g:Poribacteria_genera_incertae_sedis;	d:Bacteria	d:Bacteria,p:Firmicutes,c:Clostridia
OTU2604	SS|0.9500|Y18791_S000003918;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria,f:Family_IX,g:GpIX,s:Halospirulina_tapeticola;	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	d:Bacteria,p:BRC1
OTU2605	US|0.9952|None;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Gammaproteobacteria_incertae_sedis	No hit	d:Bacteria	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Gammaproteobacteria_incertae_sedis
OTU2606	US|0.9932|DQ768110_S000722013;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Cystobacteraceae,g:Cystobacter,s:Cystobacter_gracilis;	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU2607	SS|0.8900|FN396961_S001550401;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Flammeovirgaceae,g:Cesiribacter,s:Cesiribacter_andamanensis;	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales	d:Bacteria
OTU2608	US|0.9927|CP000875_S000965246;d:Bacteria,p:"Chloroflexi",c:Chloroflexia	d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Herpetosiphonales",f:"Herpetosiphonaceae",g:Herpetosiphon	d:Bacteria	d:Bacteria,p:"Chloroflexi",c:Chloroflexia
OTU2609	SS|0.8200|EF457487_S000834912;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16	d:Bacteria
OTU2610	SS|0.9900|HQ436504_S002339684;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Dongia	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU2611	US|0.9927|X56305_S000006614;d:Bacteria,p:"Planctomycetes",c:Planctomycetia	d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Gemmata,s:Gemmata_obscuriglobus;	d:Bacteria	d:Bacteria,p:"Planctomycetes",c:Planctomycetia
OTU2612	US|0.9963|KJ206288_S004087463;d:Bacteria,p:Firmicutes,c:Bacilli	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales	d:Bacteria	d:Bacteria,p:Firmicutes,c:Bacilli
OTU2613	SS|0.8700|AJ626894_S000539472;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Adhaeribacter	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Adhaeribacter,s:Adhaeribacter_aquaticus;	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Adhaeribacter	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales
OTU2614	US|0.8949|AJ390481_S000127557;d:Bacteria,p:BRC1	d:Bacteria,p:BRC1,g:BRC1_genera_incertae_sedis;	d:Bacteria	d:Bacteria,p:BRC1
OTU2615	US|1.0000|AB109437_S000125963;d:Bacteria,p:"Armatimonadetes"	d:Bacteria,p:"Chloroflexi",c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Anaerolinea,s:Anaerolinea_thermolimosa;	d:Bacteria	d:Bacteria,p:"Armatimonadetes"
OTU2616	US|0.9400|CP000804_S000925950;d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales"	d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales",f:Chloroflexaceae,g:Roseiflexus,s:Roseiflexus_castenholzii;	d:Bacteria	d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales"
OTU2617	US|0.9891|EF457487_S000834912;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	d:Bacteria	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU2618	GS|100.0|AJ488504_S000141396;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Roseomonas,s:Roseomonas_ludipueritiae;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Roseomonas,s:Roseomonas_ludipueritiae;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Roseomonas,s:Roseomonas_ludipueritiae	
OTU2619	US|0.9925|EF457487_S000834912;d:Bacteria,p:"Chloroflexi",c:Chloroflexia	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	d:Bacteria	d:Bacteria,p:"Chloroflexi",c:Chloroflexia
OTU2620	SS|0.9400|EU833987_S001154118;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Desertibacter,s:Desertibacter_roseus;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	d:Bacteria
OTU2621	US|0.9758|EF457487_S000834912;d:Bacteria,p:"Acidobacteria"	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	d:Bacteria	d:Bacteria,p:"Acidobacteria"
OTU2622	GSL|97.2|AJ243751_S000022290;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales
OTU2623	US|0.9400|X75788_S000013058;d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1	d:Bacteria	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales
OTU2624	US|1.0000|EF457487_S000834912;d:Bacteria	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	d:Bacteria	d:Bacteria
OTU2625	SS|0.9600|EU135022_S000933616;d:Bacteria,p:"Armatimonadetes"	d:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp4;	d:Bacteria,p:"Armatimonadetes"	d:Bacteria,p:"Armatimonadetes"
OTU2626	GS|98.0|AY234519_S000403452;d:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis;	d:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis;	d:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis	d:Bacteria,p:"Verrucomicrobia",c:Subdivision3
OTU2627	GSL|100.0|AF430052_S000394051;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Nocardiaceae,g:Nocardia,s:Nocardia_salmonicida	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Nocardiaceae,g:Nocardia	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Nocardiaceae,g:Nocardia,s:Nocardia_salmonicida	
OTU2628	SS|1.0000|AY214658_S000402244;d:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis	d:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis;	d:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis	d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU2629	US|0.8949|EF457480_S000834905;d:Bacteria,p:"Acidobacteria"	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	d:Bacteria	d:Bacteria,p:"Acidobacteria"
OTU2630	US|0.9980|EF508371_S001020523;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Cryptomonadaceae;	d:Bacteria,p:Cyanobacteria/Chloroplast	d:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast
OTU2631	US|0.9758|AJ292685_S000019750;d:Bacteria,p:candidate_division_WPS-1	d:Bacteria,p:candidate_division_WPS-1,g:WPS-1_genera_incertae_sedis;	d:Bacteria,p:candidate_division_WPS-1	d:Bacteria,p:candidate_division_WPS-1
OTU2632	SS|0.9900|AJ811598_S000367206;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Myxococcaceae,g:Corallococcus	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU2633	SS|0.9600|KF459924_S004053537;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter,s:Solirubrobacter_phytolaccae;	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales
OTU2634	US|0.9727|AB250968_S000642543;d:Bacteria,p:"Chloroflexi",c:Chloroflexia	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillales_incertae_sedis,g:Calditerricola	d:Bacteria	d:Bacteria,p:"Chloroflexi",c:Chloroflexia
OTU2635	US|0.9727|AB478415_S001291866;d:Bacteria,p:Ignavibacteriae,c:Ignavibacteria	d:Bacteria,p:Ignavibacteriae,c:Ignavibacteria,o:Ignavibacteriales,f:Ignavibacteriaceae,g:Ignavibacterium,s:Ignavibacterium_album;	d:Bacteria	d:Bacteria,p:Ignavibacteriae,c:Ignavibacteria
OTU2636	GSL|99.2|HQ730135_S003288481;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Cellulomonadaceae	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Cellulomonadaceae	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Cellulomonadaceae
OTU2637	SS|0.9400|KF459924_S004053537;d:Bacteria,p:"Actinobacteria",c:Actinobacteria	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter,s:Solirubrobacter_phytolaccae;	d:Bacteria,p:"Actinobacteria",c:Actinobacteria	d:Bacteria
OTU2638	SS|0.9700|KC867694_S003811167;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Thermogutta,s:Thermogutta_terrifontis;	d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	d:Bacteria,p:"Planctomycetes"
OTU2639	SS|1.0000|GU117703_S001745411;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,g:Ohtaekwangia	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,g:Ohtaekwangia	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,g:Ohtaekwangia	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales
OTU2640	SS|0.8000|AM403172_S000735149;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Alphaproteobacteria_incertae_sedis	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Alphaproteobacteria_incertae_sedis,g:Geminicoccus,s:Geminicoccus_roseus;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Alphaproteobacteria_incertae_sedis	d:Bacteria
OTU2641	GSL|99.2|EF433461_S000825084;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Devosia	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Devosia	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Devosia	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Devosia
OTU2642	SS|0.8000|AM162406_S000650674;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella,s:Zavarzinella_formosa;	d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	d:Bacteria,p:"Planctomycetes"
OTU2643	SS|0.8400|AF149018_S000543679;d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales"	d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales",f:Oscillochloridaceae,g:Oscillochloris;	d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales"	d:Bacteria
OTU2644	US|0.9943|U45989_S000437652;d:Bacteria,p:Firmicutes,c:Bacilli	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria	d:Bacteria	d:Bacteria,p:Firmicutes,c:Bacilli
OTU2645	GS|99.6|AY743279_S000595401;d:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus,s:Deinococcus_yavapaiensis;	d:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus,s:Deinococcus_yavapaiensis;	d:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus,s:Deinococcus_yavapaiensis	d:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
OTU2646	SS|0.8100|AB455238_S001168677;d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_Incertae_Sedis_XVIII,g:Symbiobacterium,s:Symbiobacterium_turbinis;	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	d:Bacteria
OTU2647	SS|0.8100|AB062751_S000022588;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:"Haliangiaceae",g:Haliangium,s:Haliangium_tepidum;	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	d:Bacteria
OTU2648	SS|0.8300|AB097590_S000385672;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Nannocystaceae,g:Nannocystis,s:Nannocystis_exedens	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Nannocystaceae	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Nannocystaceae,g:Nannocystis,s:Nannocystis_exedens	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU2649	US|0.9925|EF457406_S000834831;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;	d:Bacteria	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU2650	US|0.9930|AJ420142_S000145622;d:Bacteria,p:Firmicutes,c:Bacilli	d:Bacteria	d:Bacteria	d:Bacteria,p:Firmicutes,c:Bacilli
OTU2651	GS|99.6|HG008900_S003941729;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Pontibacter,s:Pontibacter_ruber;	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Pontibacter,s:Pontibacter_ruber;	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Pontibacter,s:Pontibacter_ruber	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae
OTU2652	US|0.9727|KF193530_S004048655;d:Bacteria,p:"Chloroflexi",c:Thermomicrobia	d:Bacteria,p:"Chloroflexi",c:Thermomicrobia,o:Thermomicrobiales,f:Thermomicrobiaceae,g:Thermorudis,s:Thermorudis_peleae;	d:Bacteria	d:Bacteria,p:"Chloroflexi",c:Thermomicrobia
OTU2653	SS|0.8400|AJ292685_S000019750;d:Bacteria,p:candidate_division_WPS-1	d:Bacteria,p:candidate_division_WPS-1,g:WPS-1_genera_incertae_sedis;	d:Bacteria,p:candidate_division_WPS-1	d:Bacteria
OTU2654	SS|0.9200|AB016470_S000382370;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:"Haliangiaceae",g:Haliangium,s:Haliangium_ochraceum;	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU2655	SS|0.8500|D85828_S000414109;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Craurococcus,s:Craurococcus_roseus;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU2656	US|0.9959|AJ844281_S000701187;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Rubellimicrobium,s:Rubellimicrobium_thermophilum;	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU2657	SS|0.9500|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca	d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca;	d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca	d:Bacteria
OTU2658	US|0.9749|AF343566_S000391983;d:Bacteria,p:"Chloroflexi",c:Anaerolineae,o:Anaerolineales	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_Incertae_Sedis_XVII,g:Thermaerobacter	d:Bacteria	d:Bacteria,p:"Chloroflexi",c:Anaerolineae,o:Anaerolineales
OTU2659	SS|0.9600|AJ231190_S000005131;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Rubinisphaera,s:Rubinisphaera_brasiliensis;	d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	d:Bacteria,p:"Planctomycetes",c:Planctomycetia
OTU2660	US|0.9941|None;d:Bacteria,p:"Caldiserica",c:Caldisericia,o:Caldisericales	No hit	d:Bacteria	d:Bacteria,p:"Caldiserica",c:Caldisericia,o:Caldisericales
OTU2661	GS|97.2|JX294485_S003614212;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Hymenobacter,s:Hymenobacter_arizonensis;	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Hymenobacter,s:Hymenobacter_arizonensis;	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Hymenobacter,s:Hymenobacter_arizonensis	d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae
OTU2662	US|0.9400|AB243672_S000622966;d:Bacteria,p:"Chloroflexi",c:Ardenticatenia,o:Ardenticatenales	d:Bacteria,p:"Chloroflexi",c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Bellilinea,s:Bellilinea_caldifistulae;	d:Bacteria	d:Bacteria,p:"Chloroflexi",c:Ardenticatenia,o:Ardenticatenales
OTU2663	SS|1.0000|Z95729_S000017480;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp7,g:Gp7	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp7,g:Gp7;	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp7,g:Gp7	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp7
OTU2664	SS|0.9400|KF494338_S004077889;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter	d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU2665	SS|1.0000|AF084852_S000428666;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Peredibacter,s:Peredibacter_starrii	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Peredibacter,s:Peredibacter_starrii;	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Peredibacter,s:Peredibacter_starrii	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Peredibacter
OTU2666	GSL|97.2|CP000360_S004064497;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1
OTU2667	US|0.9959|None;d:Bacteria,p:"Proteobacteria",c:Epsilonproteobacteria,o:Campylobacterales	No hit	d:Bacteria	d:Bacteria,p:"Proteobacteria",c:Epsilonproteobacteria,o:Campylobacterales
OTU2668	SS|1.0000|HE981224_S003288392;d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria	d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Paludibacterium,s:Paludibacterium_paludis;	d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria	d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria
OTU2669	US|0.9959|EF457487_S000834912;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	d:Bacteria	d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU2670	SS|0.8400|EU135021_S000933615;d:Bacteria,p:"Armatimonadetes"	d:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp4;	d:Bacteria,p:"Armatimonadetes"	d:Bacteria
